arquivo_ll,otimizacao,dec_bytes,arquivo_o
extr_lan743x_main.c_lan743x_phy_reset.ll,O1,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lan743x_main.c_lan743x_phy_reset.ll/O1.o
extr_vt_buf.c_vtbuf_lock.ll,O2,22,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vt_buf.c_vtbuf_lock.ll/O2.o
extr_lstate.c_luaE_setdebt.ll,O2,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lstate.c_luaE_setdebt.ll/O2.o
extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll,O1,166,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll/O1.o
extr_zstd_v04.c_ZBUFFv04_getErrorName.ll,O2,8,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_v04.c_ZBUFFv04_getErrorName.ll/O2.o
extr_lan743x_main.c_lan743x_phy_reset.ll,O2,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lan743x_main.c_lan743x_phy_reset.ll/O2.o
extr_ehca_reqs.c_get_app_wr_id.ll,O2,30,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ehca_reqs.c_get_app_wr_id.ll/O2.o
extr_vt_buf.c_vtbuf_lock.ll,O3,22,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vt_buf.c_vtbuf_lock.ll/O3.o
extr_lstate.c_luaE_setdebt.ll,O3,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lstate.c_luaE_setdebt.ll/O3.o
extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll,O2,166,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll/O2.o
extr_zstd_v04.c_ZBUFFv04_getErrorName.ll,O3,8,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_v04.c_ZBUFFv04_getErrorName.ll/O3.o
extr_lan743x_main.c_lan743x_phy_reset.ll,O3,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lan743x_main.c_lan743x_phy_reset.ll/O3.o
extr_vt_buf.c_vtbuf_lock.ll,Os,22,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vt_buf.c_vtbuf_lock.ll/Os.o
extr_ehca_reqs.c_get_app_wr_id.ll,O3,30,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ehca_reqs.c_get_app_wr_id.ll/O3.o
extr_lstate.c_luaE_setdebt.ll,Os,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lstate.c_luaE_setdebt.ll/Os.o
extr_zstd_v04.c_ZBUFFv04_getErrorName.ll,Os,8,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_v04.c_ZBUFFv04_getErrorName.ll/Os.o
extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll,O3,166,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll/O3.o
extr_lan743x_main.c_lan743x_phy_reset.ll,Os,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lan743x_main.c_lan743x_phy_reset.ll/Os.o
extr_vt_buf.c_vtbuf_lock.ll,Oz,22,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vt_buf.c_vtbuf_lock.ll/Oz.o
extr_ehca_reqs.c_get_app_wr_id.ll,Os,30,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ehca_reqs.c_get_app_wr_id.ll/Os.o
extr_lstate.c_luaE_setdebt.ll,Oz,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lstate.c_luaE_setdebt.ll/Oz.o
extr_zstd_v04.c_ZBUFFv04_getErrorName.ll,Oz,8,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_v04.c_ZBUFFv04_getErrorName.ll/Oz.o
extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll,Os,166,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll/Os.o
extr_lan743x_main.c_lan743x_phy_reset.ll,Oz,354,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_lan743x_main.c_lan743x_phy_reset.ll/Oz.o
extr_ehca_reqs.c_get_app_wr_id.ll,Oz,30,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ehca_reqs.c_get_app_wr_id.ll/Oz.o
extr_bfa_svc.c_bfa_fcport_start.ll,O1,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_bfa_svc.c_bfa_fcport_start.ll/O1.o
extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll,O1,240,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll/O1.o
extr_fifo_icap.c_fifo_icap_fifo_read.ll,O1,208,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_fifo_icap.c_fifo_icap_fifo_read.ll/O1.o
extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll,Oz,166,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hpdf_fontdef_kr.c_DotumChe_Bold_Init.ll/Oz.o
extr_pci.c_pci_power_reset.ll,O1,176,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pci.c_pci_power_reset.ll/O1.o
extr_bfa_svc.c_bfa_fcport_start.ll,O2,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_bfa_svc.c_bfa_fcport_start.ll/O2.o
extr_auxtrace.c_parse_action.ll,O1,410,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_auxtrace.c_parse_action.ll/O1.o
extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll,O2,240,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll/O2.o
extr_fifo_icap.c_fifo_icap_fifo_read.ll,O2,208,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_fifo_icap.c_fifo_icap_fifo_read.ll/O2.o
extr_task_queue.c_task_get_mute.ll,O1,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_task_queue.c_task_get_mute.ll/O1.o
extr_pci.c_pci_power_reset.ll,O2,180,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pci.c_pci_power_reset.ll/O2.o
extr_bfa_svc.c_bfa_fcport_start.ll,O3,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_bfa_svc.c_bfa_fcport_start.ll/O3.o
extr_auxtrace.c_parse_action.ll,O2,410,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_auxtrace.c_parse_action.ll/O2.o
extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll,O3,240,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll/O3.o
extr_fifo_icap.c_fifo_icap_fifo_read.ll,O3,208,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_fifo_icap.c_fifo_icap_fifo_read.ll/O3.o
extr_task_queue.c_task_get_mute.ll,O2,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_task_queue.c_task_get_mute.ll/O2.o
extr_pci.c_pci_power_reset.ll,O3,180,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pci.c_pci_power_reset.ll/O3.o
extr_bfa_svc.c_bfa_fcport_start.ll,Os,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_bfa_svc.c_bfa_fcport_start.ll/Os.o
extr_auxtrace.c_parse_action.ll,O3,410,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_auxtrace.c_parse_action.ll/O3.o
extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll,Os,240,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll/Os.o
extr_fifo_icap.c_fifo_icap_fifo_read.ll,Os,208,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_fifo_icap.c_fifo_icap_fifo_read.ll/Os.o
extr_task_queue.c_task_get_mute.ll,O3,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_task_queue.c_task_get_mute.ll/O3.o
extr_pci.c_pci_power_reset.ll,Os,180,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pci.c_pci_power_reset.ll/Os.o
extr_bfa_svc.c_bfa_fcport_start.ll,Oz,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_bfa_svc.c_bfa_fcport_start.ll/Oz.o
extr_auxtrace.c_parse_action.ll,Os,410,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_auxtrace.c_parse_action.ll/Os.o
extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll,Oz,240,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kvm_minidump_aarch64.c__aarch64_entry_to_prot.ll/Oz.o
extr_fifo_icap.c_fifo_icap_fifo_read.ll,Oz,208,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_fifo_icap.c_fifo_icap_fifo_read.ll/Oz.o
extr_pci.c_pci_power_reset.ll,Oz,180,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pci.c_pci_power_reset.ll/Oz.o
extr_task_queue.c_task_get_mute.ll,Os,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_task_queue.c_task_get_mute.ll/Os.o
extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll,O1,118,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll/O1.o
extr_auxtrace.c_parse_action.ll,Oz,410,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_auxtrace.c_parse_action.ll/Oz.o
extr_cfg.c_is_jmp_insn.ll,O1,204,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cfg.c_is_jmp_insn.ll/O1.o
extr_regress.gen.c_run_complete.ll,O1,96,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_regress.gen.c_run_complete.ll/O1.o
extr_connection.c_rds_conn_create_outgoing.ll,O1,182,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connection.c_rds_conn_create_outgoing.ll/O1.o
extr_task_queue.c_task_get_mute.ll,Oz,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_task_queue.c_task_get_mute.ll/Oz.o
extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll,O2,118,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll/O2.o
extr_THFile.c_THFile_ascii.ll,O1,48,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_THFile.c_THFile_ascii.ll/O1.o
extr_cfg.c_is_jmp_insn.ll,O2,204,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cfg.c_is_jmp_insn.ll/O2.o
extr_regress.gen.c_run_complete.ll,O2,96,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_regress.gen.c_run_complete.ll/O2.o
extr_connection.c_rds_conn_create_outgoing.ll,O2,182,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connection.c_rds_conn_create_outgoing.ll/O2.o
extr_gdbstub.c_gdb_cmd_memwrite.ll,O1,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_gdbstub.c_gdb_cmd_memwrite.ll/O1.o
extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll,O3,118,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll/O3.o
extr_THFile.c_THFile_ascii.ll,O2,48,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_THFile.c_THFile_ascii.ll/O2.o
extr_cfg.c_is_jmp_insn.ll,O3,204,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cfg.c_is_jmp_insn.ll/O3.o
extr_regress.gen.c_run_complete.ll,O3,96,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_regress.gen.c_run_complete.ll/O3.o
extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll,Os,118,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll/Os.o
extr_gdbstub.c_gdb_cmd_memwrite.ll,O2,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_gdbstub.c_gdb_cmd_memwrite.ll/O2.o
extr_connection.c_rds_conn_create_outgoing.ll,O3,182,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connection.c_rds_conn_create_outgoing.ll/O3.o
extr_THFile.c_THFile_ascii.ll,O3,48,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_THFile.c_THFile_ascii.ll/O3.o
extr_cfg.c_is_jmp_insn.ll,Os,204,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cfg.c_is_jmp_insn.ll/Os.o
extr_regress.gen.c_run_complete.ll,Os,96,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_regress.gen.c_run_complete.ll/Os.o
extr_connection.c_rds_conn_create_outgoing.ll,Os,182,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connection.c_rds_conn_create_outgoing.ll/Os.o
extr_gdbstub.c_gdb_cmd_memwrite.ll,O3,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_gdbstub.c_gdb_cmd_memwrite.ll/O3.o
extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll,Oz,118,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll/Oz.o
extr_THFile.c_THFile_ascii.ll,Os,48,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_THFile.c_THFile_ascii.ll/Os.o
extr_cfg.c_is_jmp_insn.ll,Oz,204,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cfg.c_is_jmp_insn.ll/Oz.o
extr_connection.c_rds_conn_create_outgoing.ll,Oz,182,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connection.c_rds_conn_create_outgoing.ll/Oz.o
extr_regress.gen.c_run_complete.ll,Oz,96,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_regress.gen.c_run_complete.ll/Oz.o
extr_gdbstub.c_gdb_cmd_memwrite.ll,Os,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_gdbstub.c_gdb_cmd_memwrite.ll/Os.o
extr_string.c_strglobmatch_nocase.ll,O1,98,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_string.c_strglobmatch_nocase.ll/O1.o
extr_THFile.c_THFile_ascii.ll,Oz,48,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_THFile.c_THFile_ascii.ll/Oz.o
extr_pnfs.h_nfs_have_layout.ll,O1,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pnfs.h_nfs_have_layout.ll/O1.o
extr_gdbstub.c_gdb_cmd_memwrite.ll,Oz,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_gdbstub.c_gdb_cmd_memwrite.ll/Oz.o
extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll,O1,26,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll/O1.o
extr_string.c_strglobmatch_nocase.ll,O2,98,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_string.c_strglobmatch_nocase.ll/O2.o
extr_nitrox_aead.c_free_src_sglist.ll,O1,32,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nitrox_aead.c_free_src_sglist.ll/O1.o
extr_cpuset.c_cpuset_change_flag.ll,O1,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cpuset.c_cpuset_change_flag.ll/O1.o
extr_pnfs.h_nfs_have_layout.ll,O2,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pnfs.h_nfs_have_layout.ll/O2.o
extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll,O2,26,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll/O2.o
extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll,O1,398,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll/O1.o
extr_string.c_strglobmatch_nocase.ll,O3,98,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_string.c_strglobmatch_nocase.ll/O3.o
extr_nitrox_aead.c_free_src_sglist.ll,O2,32,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nitrox_aead.c_free_src_sglist.ll/O2.o
extr_cpuset.c_cpuset_change_flag.ll,O2,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cpuset.c_cpuset_change_flag.ll/O2.o
extr_pnfs.h_nfs_have_layout.ll,O3,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pnfs.h_nfs_have_layout.ll/O3.o
extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll,O2,398,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll/O2.o
extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll,O3,26,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll/O3.o
extr_string.c_strglobmatch_nocase.ll,Os,98,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_string.c_strglobmatch_nocase.ll/Os.o
extr_nitrox_aead.c_free_src_sglist.ll,O3,32,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nitrox_aead.c_free_src_sglist.ll/O3.o
extr_cpuset.c_cpuset_change_flag.ll,O3,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cpuset.c_cpuset_change_flag.ll/O3.o
extr_pnfs.h_nfs_have_layout.ll,Os,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pnfs.h_nfs_have_layout.ll/Os.o
extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll,Os,26,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll/Os.o
extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll,O3,398,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll/O3.o
extr_string.c_strglobmatch_nocase.ll,Oz,98,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_string.c_strglobmatch_nocase.ll/Oz.o
extr_nitrox_aead.c_free_src_sglist.ll,Os,32,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nitrox_aead.c_free_src_sglist.ll/Os.o
extr_cpuset.c_cpuset_change_flag.ll,Os,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cpuset.c_cpuset_change_flag.ll/Os.o
extr_pnfs.h_nfs_have_layout.ll,Oz,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pnfs.h_nfs_have_layout.ll/Oz.o
extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll,Oz,26,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_kuhl_m_privilege.c_kuhl_m_privilege_sysenv.ll/Oz.o
extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll,Os,398,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll/Os.o
extr_nitrox_aead.c_free_src_sglist.ll,Oz,32,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nitrox_aead.c_free_src_sglist.ll/Oz.o
extr_trace_events_hist.c_onmatch_create.ll,O1,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_trace_events_hist.c_onmatch_create.ll/O1.o
extr_cpuset.c_cpuset_change_flag.ll,Oz,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_cpuset.c_cpuset_change_flag.ll/Oz.o
extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll,O1,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll/O1.o
extr_xattr.c_xattr_datum_hashkey.ll,O1,186,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xattr.c_xattr_datum_hashkey.ll/O1.o
extr_trace_events_hist.c_onmatch_create.ll,O2,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_trace_events_hist.c_onmatch_create.ll/O2.o
extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll,Oz,398,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll/Oz.o
extr_zstd_v06.c_ZSTDv06_isError.ll,O1,6,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_v06.c_ZSTDv06_isError.ll/O1.o
extr_callchain.h_callchain_cumul_counts.ll,O1,52,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_callchain.h_callchain_cumul_counts.ll/O1.o
extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll,O2,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll/O2.o
extr_xattr.c_xattr_datum_hashkey.ll,O2,186,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xattr.c_xattr_datum_hashkey.ll/O2.o
extr_trace_events_hist.c_onmatch_create.ll,O3,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_trace_events_hist.c_onmatch_create.ll/O3.o
extr_mv_sas.c_mvs_tag_free.ll,O1,22,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mv_sas.c_mvs_tag_free.ll/O1.o
extr_zstd_v06.c_ZSTDv06_isError.ll,O2,6,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_v06.c_ZSTDv06_isError.ll/O2.o
extr_callchain.h_callchain_cumul_counts.ll,O2,52,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_callchain.h_callchain_cumul_counts.ll/O2.o
extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll,O3,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll/O3.o
extr_xattr.c_xattr_datum_hashkey.ll,O3,186,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xattr.c_xattr_datum_hashkey.ll/O3.o
extr_trace_events_hist.c_onmatch_create.ll,Os,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_trace_events_hist.c_onmatch_create.ll/Os.o
extr_mv_sas.c_mvs_tag_free.ll,O2,22,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mv_sas.c_mvs_tag_free.ll/O2.o
extr_zstd_v06.c_ZSTDv06_isError.ll,O3,6,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_v06.c_ZSTDv06_isError.ll/O3.o
extr_callchain.h_callchain_cumul_counts.ll,O3,52,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_callchain.h_callchain_cumul_counts.ll/O3.o
extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll,Os,106,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_hn_nvs.c_hn_nvs_send_rndis_ctrl.ll/Os.o
extr_xattr.c_xattr_datum_hashkey.ll,Os,186,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xattr.c_xattr_datum_hashkey.ll/Os.o
extr_trace_events_hist.c_onmatch_create.ll,Oz,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_trace_events_hist.c_onmatch_create.ll/Oz.o
extr_mv_sas.c_mvs_tag_free.ll,O3,22,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mv_sas.c_mvs_tag_free.ll/O3.o
extr_callchain.h_callchain_cumul_counts.ll,Os,52,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_callchain.h_callchain_cumul_counts.ll/Os.o
