arquivo_ll,otimizacao,dec_bytes,arquivo_o
extr_scan.c_wpa_supplicant_notify_scanning.ll,O2,70,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_scan.c_wpa_supplicant_notify_scanning.ll/O2.o
extr_shash.c_shash_free_instance.ll,O3,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_shash.c_shash_free_instance.ll/O3.o
extr_time-wait-sync.c_clock_state_release_timerfd.ll,O3,82,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_time-wait-sync.c_clock_state_release_timerfd.ll/O3.o
extr_epub-doc.c_epub_recognize.ll,O2,222,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_epub-doc.c_epub_recognize.ll/O2.o
extr_skeletonfb.c_xxxfb_sync.ll,O3,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_skeletonfb.c_xxxfb_sync.ll/O3.o
extr_nldev.c_fill_res_name_pid.ll,O3,316,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nldev.c_fill_res_name_pid.ll/O3.o
extr_scan.c_wpa_supplicant_notify_scanning.ll,O3,70,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_scan.c_wpa_supplicant_notify_scanning.ll/O3.o
extr_shash.c_shash_free_instance.ll,Os,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_shash.c_shash_free_instance.ll/Os.o
extr_time-wait-sync.c_clock_state_release_timerfd.ll,Os,82,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_time-wait-sync.c_clock_state_release_timerfd.ll/Os.o
extr_epub-doc.c_epub_recognize.ll,O3,222,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_epub-doc.c_epub_recognize.ll/O3.o
extr_skeletonfb.c_xxxfb_sync.ll,Os,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_skeletonfb.c_xxxfb_sync.ll/Os.o
extr_scan.c_wpa_supplicant_notify_scanning.ll,Os,70,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_scan.c_wpa_supplicant_notify_scanning.ll/Os.o
extr_nldev.c_fill_res_name_pid.ll,Os,316,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nldev.c_fill_res_name_pid.ll/Os.o
extr_shash.c_shash_free_instance.ll,Oz,46,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_shash.c_shash_free_instance.ll/Oz.o
extr_time-wait-sync.c_clock_state_release_timerfd.ll,Oz,82,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_time-wait-sync.c_clock_state_release_timerfd.ll/Oz.o
extr_epub-doc.c_epub_recognize.ll,Os,222,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_epub-doc.c_epub_recognize.ll/Os.o
extr_skeletonfb.c_xxxfb_sync.ll,Oz,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_skeletonfb.c_xxxfb_sync.ll/Oz.o
extr_scan.c_wpa_supplicant_notify_scanning.ll,Oz,70,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_scan.c_wpa_supplicant_notify_scanning.ll/Oz.o
extr_nldev.c_fill_res_name_pid.ll,Oz,316,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_nldev.c_fill_res_name_pid.ll/Oz.o
extr_ieee1394_transactions.c_fill_async_readquad.ll,O1,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ieee1394_transactions.c_fill_async_readquad.ll/O1.o
extr_stm32-booster.c_stm32mp1_booster_disable.ll,O1,88,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_stm32-booster.c_stm32mp1_booster_disable.ll/O1.o
extr_epub-doc.c_epub_recognize.ll,Oz,222,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_epub-doc.c_epub_recognize.ll/Oz.o
extr_ndisc.c_pndisc_redo.ll,O1,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ndisc.c_pndisc_redo.ll/O1.o
extr_vfpsingle.c_vfp_single_fcmp.ll,O1,12,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vfpsingle.c_vfp_single_fcmp.ll/O1.o
extr_ieee1394_transactions.c_fill_async_readquad.ll,O2,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ieee1394_transactions.c_fill_async_readquad.ll/O2.o
extr_connect.c_server_feature_value.ll,O1,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connect.c_server_feature_value.ll/O1.o
extr_stm32-booster.c_stm32mp1_booster_disable.ll,O2,88,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_stm32-booster.c_stm32mp1_booster_disable.ll/O2.o
extr_vfpsingle.c_vfp_single_fcmp.ll,O2,12,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vfpsingle.c_vfp_single_fcmp.ll/O2.o
extr_adt7410.c_adt7410_i2c_write_word.ll,O1,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_adt7410.c_adt7410_i2c_write_word.ll/O1.o
extr_ndisc.c_pndisc_redo.ll,O2,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ndisc.c_pndisc_redo.ll/O2.o
extr_ieee1394_transactions.c_fill_async_readquad.ll,O3,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ieee1394_transactions.c_fill_async_readquad.ll/O3.o
extr_connect.c_server_feature_value.ll,O2,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connect.c_server_feature_value.ll/O2.o
extr_stm32-booster.c_stm32mp1_booster_disable.ll,O3,88,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_stm32-booster.c_stm32mp1_booster_disable.ll/O3.o
extr_ndisc.c_pndisc_redo.ll,O3,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ndisc.c_pndisc_redo.ll/O3.o
extr_adt7410.c_adt7410_i2c_write_word.ll,O2,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_adt7410.c_adt7410_i2c_write_word.ll/O2.o
extr_vfpsingle.c_vfp_single_fcmp.ll,O3,12,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vfpsingle.c_vfp_single_fcmp.ll/O3.o
extr_ieee1394_transactions.c_fill_async_readquad.ll,Os,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ieee1394_transactions.c_fill_async_readquad.ll/Os.o
extr_connect.c_server_feature_value.ll,O3,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connect.c_server_feature_value.ll/O3.o
extr_stm32-booster.c_stm32mp1_booster_disable.ll,Os,88,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_stm32-booster.c_stm32mp1_booster_disable.ll/Os.o
extr_ndisc.c_pndisc_redo.ll,Os,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ndisc.c_pndisc_redo.ll/Os.o
extr_adt7410.c_adt7410_i2c_write_word.ll,O3,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_adt7410.c_adt7410_i2c_write_word.ll/O3.o
extr_vfpsingle.c_vfp_single_fcmp.ll,Os,12,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vfpsingle.c_vfp_single_fcmp.ll/Os.o
extr_ieee1394_transactions.c_fill_async_readquad.ll,Oz,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ieee1394_transactions.c_fill_async_readquad.ll/Oz.o
extr_connect.c_server_feature_value.ll,Os,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connect.c_server_feature_value.ll/Os.o
extr_vfpsingle.c_vfp_single_fcmp.ll,Oz,12,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_vfpsingle.c_vfp_single_fcmp.ll/Oz.o
extr_stm32-booster.c_stm32mp1_booster_disable.ll,Oz,88,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_stm32-booster.c_stm32mp1_booster_disable.ll/Oz.o
extr_ndisc.c_pndisc_redo.ll,Oz,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ndisc.c_pndisc_redo.ll/Oz.o
extr_adt7410.c_adt7410_i2c_write_word.ll,Os,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_adt7410.c_adt7410_i2c_write_word.ll/Os.o
extr_connect.c_server_feature_value.ll,Oz,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_connect.c_server_feature_value.ll/Oz.o
extr_mac_system.c_mac_system_check_swapoff.ll,O1,192,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_system.c_mac_system_check_swapoff.ll/O1.o
extr_intel8x0m.c_iputword.ll,O1,116,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_intel8x0m.c_iputword.ll/O1.o
extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll,O1,0,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll/O1.o
extr_ssb_private.h_ssb_pci_switch_core.ll,O1,40,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ssb_private.h_ssb_pci_switch_core.ll/O1.o
extr_adt7410.c_adt7410_i2c_write_word.ll,Oz,72,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_adt7410.c_adt7410_i2c_write_word.ll/Oz.o
extr_mac_system.c_mac_system_check_swapoff.ll,O2,192,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_system.c_mac_system_check_swapoff.ll/O2.o
extr_userdiff.c_userdiff_find_by_name.ll,O1,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_userdiff.c_userdiff_find_by_name.ll/O1.o
extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll,O2,0,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll/O2.o
extr_intel8x0m.c_iputword.ll,O2,116,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_intel8x0m.c_iputword.ll/O2.o
extr_ssb_private.h_ssb_pci_switch_core.ll,O2,40,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ssb_private.h_ssb_pci_switch_core.ll/O2.o
extr_internal.h___iwl_trans_pcie_set_bit.ll,O1,42,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_internal.h___iwl_trans_pcie_set_bit.ll/O1.o
extr_userdiff.c_userdiff_find_by_name.ll,O2,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_userdiff.c_userdiff_find_by_name.ll/O2.o
extr_mac_system.c_mac_system_check_swapoff.ll,O3,192,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_system.c_mac_system_check_swapoff.ll/O3.o
extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll,O3,0,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll/O3.o
extr_intel8x0m.c_iputword.ll,O3,116,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_intel8x0m.c_iputword.ll/O3.o
extr_ssb_private.h_ssb_pci_switch_core.ll,O3,40,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ssb_private.h_ssb_pci_switch_core.ll/O3.o
extr_userdiff.c_userdiff_find_by_name.ll,O3,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_userdiff.c_userdiff_find_by_name.ll/O3.o
extr_internal.h___iwl_trans_pcie_set_bit.ll,O2,42,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_internal.h___iwl_trans_pcie_set_bit.ll/O2.o
extr_mac_system.c_mac_system_check_swapoff.ll,Os,192,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_system.c_mac_system_check_swapoff.ll/Os.o
extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll,Os,0,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll/Os.o
extr_intel8x0m.c_iputword.ll,Os,116,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_intel8x0m.c_iputword.ll/Os.o
extr_ssb_private.h_ssb_pci_switch_core.ll,Os,40,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ssb_private.h_ssb_pci_switch_core.ll/Os.o
extr_userdiff.c_userdiff_find_by_name.ll,Os,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_userdiff.c_userdiff_find_by_name.ll/Os.o
extr_internal.h___iwl_trans_pcie_set_bit.ll,O3,42,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_internal.h___iwl_trans_pcie_set_bit.ll/O3.o
extr_mac_system.c_mac_system_check_swapoff.ll,Oz,192,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_system.c_mac_system_check_swapoff.ll/Oz.o
extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll,Oz,0,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aslxrefout.c_OtXrefAnalysisWalkPart2.ll/Oz.o
extr_intel8x0m.c_iputword.ll,Oz,116,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_intel8x0m.c_iputword.ll/Oz.o
extr_ssb_private.h_ssb_pci_switch_core.ll,Oz,40,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ssb_private.h_ssb_pci_switch_core.ll/Oz.o
extr_userdiff.c_userdiff_find_by_name.ll,Oz,64,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_userdiff.c_userdiff_find_by_name.ll/Oz.o
extr_internal.h___iwl_trans_pcie_set_bit.ll,Os,42,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_internal.h___iwl_trans_pcie_set_bit.ll/Os.o
extr_acompress.c_crypto_acomp_report.ll,O1,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_acompress.c_crypto_acomp_report.ll/O1.o
extr_mac_test.c_test_posixsem_destroy_label.ll,O1,66,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_test.c_test_posixsem_destroy_label.ll/O1.o
extr_f71805f.c_fan_from_reg.ll,O1,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_f71805f.c_fan_from_reg.ll/O1.o
extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll,O1,28,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll/O1.o
extr_pcie-octeon.c_cvmx_pcie_config_write32.ll,O1,174,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pcie-octeon.c_cvmx_pcie_config_write32.ll/O1.o
extr_internal.h___iwl_trans_pcie_set_bit.ll,Oz,42,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_internal.h___iwl_trans_pcie_set_bit.ll/Oz.o
extr_acompress.c_crypto_acomp_report.ll,O2,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_acompress.c_crypto_acomp_report.ll/O2.o
extr_mac_test.c_test_posixsem_destroy_label.ll,O2,66,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_test.c_test_posixsem_destroy_label.ll/O2.o
extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll,O2,28,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll/O2.o
extr_f71805f.c_fan_from_reg.ll,O2,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_f71805f.c_fan_from_reg.ll/O2.o
extr_pcie-octeon.c_cvmx_pcie_config_write32.ll,O2,174,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pcie-octeon.c_cvmx_pcie_config_write32.ll/O2.o
extr_dce_link_encoder.c_configure_encoder.ll,O1,294,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_dce_link_encoder.c_configure_encoder.ll/O1.o
extr_acompress.c_crypto_acomp_report.ll,O3,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_acompress.c_crypto_acomp_report.ll/O3.o
extr_mac_test.c_test_posixsem_destroy_label.ll,O3,66,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_test.c_test_posixsem_destroy_label.ll/O3.o
extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll,O3,28,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll/O3.o
extr_pcie-octeon.c_cvmx_pcie_config_write32.ll,O3,174,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pcie-octeon.c_cvmx_pcie_config_write32.ll/O3.o
extr_f71805f.c_fan_from_reg.ll,O3,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_f71805f.c_fan_from_reg.ll/O3.o
extr_dce_link_encoder.c_configure_encoder.ll,O2,294,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_dce_link_encoder.c_configure_encoder.ll/O2.o
extr_acompress.c_crypto_acomp_report.ll,Os,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_acompress.c_crypto_acomp_report.ll/Os.o
extr_mac_test.c_test_posixsem_destroy_label.ll,Os,66,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_test.c_test_posixsem_destroy_label.ll/Os.o
extr_pcie-octeon.c_cvmx_pcie_config_write32.ll,Os,174,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pcie-octeon.c_cvmx_pcie_config_write32.ll/Os.o
extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll,Os,28,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll/Os.o
extr_f71805f.c_fan_from_reg.ll,Os,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_f71805f.c_fan_from_reg.ll/Os.o
extr_acompress.c_crypto_acomp_report.ll,Oz,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_acompress.c_crypto_acomp_report.ll/Oz.o
extr_dce_link_encoder.c_configure_encoder.ll,O3,294,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_dce_link_encoder.c_configure_encoder.ll/O3.o
extr_mac_test.c_test_posixsem_destroy_label.ll,Oz,66,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_mac_test.c_test_posixsem_destroy_label.ll/Oz.o
extr_pcie-octeon.c_cvmx_pcie_config_write32.ll,Oz,174,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_pcie-octeon.c_cvmx_pcie_config_write32.ll/Oz.o
extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll,Oz,28,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll/Oz.o
extr_f71805f.c_fan_from_reg.ll,Oz,94,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_f71805f.c_fan_from_reg.ll/Oz.o
extr_dce_link_encoder.c_configure_encoder.ll,Os,294,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_dce_link_encoder.c_configure_encoder.ll/Os.o
extr_xo_buf.h_xo_buf_left.ll,O1,76,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xo_buf.h_xo_buf_left.ll/O1.o
extr_qed_debug.c_qed_cyclic_add.ll,O1,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_qed_debug.c_qed_cyclic_add.ll/O1.o
extr_aspm.c_aspm_exit.ll,O1,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aspm.c_aspm_exit.ll/O1.o
extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll,O1,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll/O1.o
extr_dce_link_encoder.c_configure_encoder.ll,Oz,294,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_dce_link_encoder.c_configure_encoder.ll/Oz.o
extr_ast_post.c_mmc_test_single.ll,O1,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ast_post.c_mmc_test_single.ll/O1.o
extr_xo_buf.h_xo_buf_left.ll,O2,76,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xo_buf.h_xo_buf_left.ll/O2.o
extr_qed_debug.c_qed_cyclic_add.ll,O2,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_qed_debug.c_qed_cyclic_add.ll/O2.o
extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll,O2,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll/O2.o
extr_aspm.c_aspm_exit.ll,O2,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aspm.c_aspm_exit.ll/O2.o
extr_timekeeping_internal.h_clocksource_delta.ll,O1,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_timekeeping_internal.h_clocksource_delta.ll/O1.o
extr_ast_post.c_mmc_test_single.ll,O2,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ast_post.c_mmc_test_single.ll/O2.o
extr_xo_buf.h_xo_buf_left.ll,O3,76,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xo_buf.h_xo_buf_left.ll/O3.o
extr_qed_debug.c_qed_cyclic_add.ll,O3,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_qed_debug.c_qed_cyclic_add.ll/O3.o
extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll,O3,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll/O3.o
extr_aspm.c_aspm_exit.ll,O3,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aspm.c_aspm_exit.ll/O3.o
extr_timekeeping_internal.h_clocksource_delta.ll,O2,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_timekeeping_internal.h_clocksource_delta.ll/O2.o
extr_xo_buf.h_xo_buf_left.ll,Os,76,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xo_buf.h_xo_buf_left.ll/Os.o
extr_ast_post.c_mmc_test_single.ll,O3,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ast_post.c_mmc_test_single.ll/O3.o
extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll,Os,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll/Os.o
extr_qed_debug.c_qed_cyclic_add.ll,Os,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_qed_debug.c_qed_cyclic_add.ll/Os.o
extr_aspm.c_aspm_exit.ll,Os,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aspm.c_aspm_exit.ll/Os.o
extr_timekeeping_internal.h_clocksource_delta.ll,O3,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_timekeeping_internal.h_clocksource_delta.ll/O3.o
extr_xo_buf.h_xo_buf_left.ll,Oz,76,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_xo_buf.h_xo_buf_left.ll/Oz.o
extr_ast_post.c_mmc_test_single.ll,Os,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ast_post.c_mmc_test_single.ll/Os.o
extr_qed_debug.c_qed_cyclic_add.ll,Oz,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_qed_debug.c_qed_cyclic_add.ll/Oz.o
extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll,Oz,68,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_addrconf_core.c_eafnosupport_ip6_del_rt.ll/Oz.o
extr_aspm.c_aspm_exit.ll,Oz,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_aspm.c_aspm_exit.ll/Oz.o
extr_timekeeping_internal.h_clocksource_delta.ll,Os,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_timekeeping_internal.h_clocksource_delta.ll/Os.o
extr_common.h_dra7xx_pciess_reset.ll,O1,24,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_common.h_dra7xx_pciess_reset.ll/O1.o
extr_ast_post.c_mmc_test_single.ll,Oz,38,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_ast_post.c_mmc_test_single.ll/Oz.o
extr_timekeeping_internal.h_clocksource_delta.ll,Oz,18,/home/calebe/Downloads/geração_de_prompt_label/Resultados_opt_niveis/Resultados extr_timekeeping_internal.h_clocksource_delta.ll/Oz.o
