arquivo,dec_bytes
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_bufferevent_openssl.c_set_rbow.ll/melhor.ll,106
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_builtin-timechart.c_process_exit_read.ll/melhor.ll,233
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_bw-qcam.c_write_lpdata.ll/melhor.ll,38
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_bxe_elink.c_elink_e3b0_sp_get_pri_cli_reg_nig.ll/melhor.ll,100
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_c101.c_openwin.ll/melhor.ll,168
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cacheinfo.c_cache_leaves_are_shared.ll/melhor.ll,50
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cadence_wdt.c_cdns_wdt_writereg.ll/melhor.ll,136
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_callchain.h_callchain_cumul_counts.ll/melhor.ll,52
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_callchain.h_callchain_cumul_hits.ll/melhor.ll,88
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_camss-vfe-4-7.c_vfe_wm_set_pong_addr.ll/melhor.ll,134
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cc_fips.h_cc_fips_init.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_ccid.c_ccid_kmem_cache_destroy.ll/melhor.ll,22
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_ccidslibpacket_history.h_tfrc_rx_hist_loss_pending.ll/melhor.ll,82
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cedrus_hw.c_cedrus_hw_remove.ll/melhor.ll,108
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cfg.c_is_jmp_insn.ll/melhor.ll,204
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cg_syscalls.c_trap_R_LoadWorldMap.ll/melhor.ll,40
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cg_syscalls.c_trap_R_inPVS.ll/melhor.ll,50
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_charmap.c_add_charmap.ll/melhor.ll,42
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_checkbox.c_uiCheckboxSetText.ll/melhor.ll,70
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cipher.c_ahash_hmac_finup.ll/melhor.ll,98
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cirrus.c_wreg_gfx.ll/melhor.ll,264
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_client.c_gdb_client_unlock.ll/melhor.ll,26
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_client.c_nfs_sockaddr_match_ipaddr6.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_clk.c_clknode_method_init.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_clk.c_clknode_method_set_mux.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cluster.c_clusterBroadcastDelJob.ll/melhor.ll,282
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cmi8328.c_snd_cmi8328_cfg_read.ll/melhor.ll,204
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_codec_mpeg12.c_codec_mpeg12_recycle.ll/melhor.ll,94
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_common.c_h2o_http3_num_connections.ll/melhor.ll,92
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_common.h_dra7xx_pciess_reset.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_common.h_il_enable_rfkill_int.ll/melhor.ll,70
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_compiler.c_tr_GR0_to_r0.ll/melhor.ll,18
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_connect.c_cifs_set_vol_auth.ll/melhor.ll,206
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_connect.c_server_feature_value.ll/melhor.ll,72
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_connection.c_rds_conn_create_outgoing.ll/melhor.ll,182
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_console.c_rs_write_room.ll/melhor.ll,26
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_container.c_container_is_scratchpad_hidden.ll/melhor.ll,126
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_core.c_nfit_spa_is_volatile.ll/melhor.ll,288
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_core.c_perf_event_overflow.ll/melhor.ll,74
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_core.h_dwc2_restore_device_registers.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_core.h_emac_rx_sync_size.ll/melhor.ll,82
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_corec37d.c_corec37d_ntfy_init.ll/melhor.ll,174
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_corgi_lcd.c_lcdtg_set_common_voltage.ll/melhor.ll,176
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cpcht.c_cpcht_route_interrupt.ll/melhor.ll,6
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cpia.c_valid_mode.ll/melhor.ll,984
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cptpf_mbox.c_cpt_send_msg_to_vf.ll/melhor.ll,260
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cpufreq-dt.c_cpufreq_online.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cpumask.c_cpumask_next_and.ll/melhor.ll,172
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cpuset.c_cpuset_change_flag.ll/melhor.ll,64
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cputest.c_cputest_force_flags.ll/melhor.ll,50
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cq.c_mlx4_start_poll.ll/melhor.ll,44
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cq.c_mlx5_end_poll_stall_lock.ll/melhor.ll,58
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cqhci.c_cqhci_tasks_cleared.ll/melhor.ll,92
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cryptosoft.c_swcr_probe.ll/melhor.ll,61
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cs.c_pcmcia_socket_dev_suspend.ll/melhor.ll,48
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_ctree.h_btrfs_acl_chmod.ll/melhor.ll,24
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_ctree.h_btrfs_file_extent_inline_item_len.ll/melhor.ll,110
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_curve25519.c_ge_msub.ll/melhor.ll,410
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cvmx-fau.h_cvmx_fau_fetch_and_add16.ll/melhor.ll,40
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cx18-io.h_cx18_read_enc.ll/melhor.ll,96
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cx18-io.h_cx18_write_reg.ll/melhor.ll,120
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cx231xx-avcore.c_stopAudioFirmware.ll/melhor.ll,58
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_cx2341x.c_cx2341x_handler_set_busy.ll/melhor.ll,206
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_dat.c_nilfs_dat_prepare_start.ll/melhor.ll,134
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_date.c_iso8601_usage.ll/melhor.ll,92
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_dc.c_MFDRV_AbortPath.ll/melhor.ll,22
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_dcamath.h_clip23.ll/melhor.ll,14
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_dce_link_encoder.c_configure_encoder.ll/melhor.ll,294
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_dce_link_encoder.c_set_dp_phy_pattern_prbs7.ll/melhor.ll,214
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_dcn20_clk_mgr.c_dentist_get_did_from_divider.ll/melhor.ll,718
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_debug.c__NgDebugSockaddr.ll/melhor.ll,157
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_debugfs.c_qsfp1_debugfs_release.ll/melhor.ll,44
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_defs.h_wpa_key_mgmt_cckm.ll/melhor.ll,46
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_dev-ioctl.c_autofs_dev_ioctl_catatonic.ll/melhor.ll,62
/home/calebe/Downloads/geração_de_prompt_label/Resultados_seqUnica/Resultado_extr_devfs_tree.c_devfs_ref_node.ll/melhor.ll,44
